DEPTH,GR,SGR
521.3604,86.6433,0.33716649350656863
521.5128,83.0467,0.3181007264165207
521.6652,81.4002,0.30937254271142034
521.8176,83.1512,0.3186546864512507
521.97,86.3278,0.33549401129645073
522.1224,88.8519,0.3488743990826905
522.2748,89.3931,0.3517433289467661
522.4272,86.6464,0.33718292677075684
522.5796,82.3649,0.31448646850571754
522.732,78.9771,0.2965275612745368
522.8844,76.6058,0.28395717438118456
523.0368,75.6696,0.2789943285963592
523.1892,76.0387,0.2809509472453435
523.3416,78.1082,0.29192147635418353
523.494,83.222,0.31903000100109646
523.6464,89.0116,0.34972097724102913
523.7988,91.7914,0.3644568442701442
523.9512,91.498,0.36290151533052906
524.1036,90.6606,0.3584624135785393
524.256,90.8981,0.3597214136574712
524.4084,91.2733,0.3617103687295354
524.5608,90.7034,0.3586892986453953
524.7132,89.7766,0.35377628275843076
524.8656,89.4198,0.3518848670609028
525.018,89.33,0.3514088325047424
525.1704,88.5157,0.34709218507621936
525.3228,87.5656,0.3420556546551955
525.4752,87.7146,0.34284551154682014
525.6276,88.3356,0.34613746543741675
525.78,87.7582,0.3430766374560472
525.9324,88.3183,0.34604575722114084
526.0848,89.4881,0.3522469289783388
526.2372,87.7665,0.3431206361956477
526.3896,87.8751,0.3436963305475299
526.542,90.0257,0.3550967750517442
526.6944,89.8611,0.3542242217338823
526.8468,88.7164,0.34815610640607886
526.9992,87.4567,0.3414783699874242
527.1516,86.1523,0.3345636765012821
527.304,85.1777,0.3293972702826421
527.4564,84.1608,0.3240066295236281
